token_id,token,next_token_id,next_token,log_prob,surprisal,source_file
366," """,198,"
",-0.14369957,0.14369957,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.0003201449,0.0003201449,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.3037602,0.3037602,llama-2-7b@q8_0_222.txt
1,"""",921, You,-3.2331977,3.2331977,llama-2-7b@q8_0_222.txt
921, You,389, are,-2.186193,2.186193,llama-2-7b@q8_0_222.txt
389, are,826, right,-2.2379415,2.2379415,llama-2-7b@q8_0_222.txt
826, right,764, .,-2.115624,2.115624,llama-2-7b@q8_0_222.txt
764, .,1374, How,-5.7933135,5.7933135,llama-2-7b@q8_0_222.txt
1374, How,546, about,-1.889596,1.889596,llama-2-7b@q8_0_222.txt
546, about,345, you,-2.21455,2.21455,llama-2-7b@q8_0_222.txt
345, you,5633, ?,-4.040242,4.040242,llama-2-7b@q8_0_222.txt
5633, ?,703, how,-8.023827,8.023827,llama-2-7b@q8_0_222.txt
703, how,318, is,-4.216628,4.216628,llama-2-7b@q8_0_222.txt
318, is,262, the,-2.9992166,2.9992166,llama-2-7b@q8_0_222.txt
262, the,3074, situation,-5.911689,5.911689,llama-2-7b@q8_0_222.txt
3074, situation,351, with,-4.1645613,4.1645613,llama-2-7b@q8_0_222.txt
351, with,345, you,-1.4580859,1.4580859,llama-2-7b@q8_0_222.txt
345, you,5633, ?,-0.58054674,0.58054674,llama-2-7b@q8_0_222.txt
5633, ?,366," """,-0.6062033,0.6062033,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.075805955,0.075805955,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.0002436341,0.0002436341,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.08177656,0.08177656,llama-2-7b@q8_0_222.txt
1,"""",314, I,-2.1312728,2.1312728,llama-2-7b@q8_0_222.txt
314, I,716, am,-2.041799,2.041799,llama-2-7b@q8_0_222.txt
716, am,3734, fine,-4.4515467,4.4515467,llama-2-7b@q8_0_222.txt
3734, fine,475, but,-3.6969566,3.6969566,llama-2-7b@q8_0_222.txt
475, but,314, I,-1.2524108,1.2524108,llama-2-7b@q8_0_222.txt
314, I,1254, feel,-3.8342943,3.8342943,llama-2-7b@q8_0_222.txt
1254, feel,588, like,-1.2323852,1.2323852,llama-2-7b@q8_0_222.txt
588, like,6600, eating,-4.140875,4.140875,llama-2-7b@q8_0_222.txt
6600, eating,1223, something,-4.534347,4.534347,llama-2-7b@q8_0_222.txt
1223, something,6029, sweet,-5.884494,5.884494,llama-2-7b@q8_0_222.txt
6029, sweet,783, now,-5.269257,5.269257,llama-2-7b@q8_0_222.txt
783, now,764, .,-3.3740888,3.3740888,llama-2-7b@q8_0_222.txt
764, .,1867, What,-4.2475724,4.2475724,llama-2-7b@q8_0_222.txt
1867, What,546, about,-2.1538873,2.1538873,llama-2-7b@q8_0_222.txt
546, about,345, you,-1.3100274,1.3100274,llama-2-7b@q8_0_222.txt
345, you,5633, ?,-0.18626776,0.18626776,llama-2-7b@q8_0_222.txt
5633, ?,366," """,-0.7031687,0.7031687,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.04779519,0.04779519,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00025614796,0.00025614796,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.057730693,0.057730693,llama-2-7b@q8_0_222.txt
1,"""",1320, That,-4.4864964,4.4864964,llama-2-7b@q8_0_222.txt
1320, That,338,'s,-1.3619572,1.3619572,llama-2-7b@q8_0_222.txt
338,'s,2081, true,-4.589074,4.589074,llama-2-7b@q8_0_222.txt
2081, true,764, .,-1.028346,1.028346,llama-2-7b@q8_0_222.txt
764, .,887, But,-2.6918325,2.6918325,llama-2-7b@q8_0_222.txt
887, But,611, if,-2.911471,2.911471,llama-2-7b@q8_0_222.txt
611, if,345, you,-0.39903262,0.39903262,llama-2-7b@q8_0_222.txt
345, you,389, are,-2.3328717,2.3328717,llama-2-7b@q8_0_222.txt
389, are,407, not,-2.4763067,2.4763067,llama-2-7b@q8_0_222.txt
407, not,8161, careful,-3.29352,3.29352,llama-2-7b@q8_0_222.txt
8161, careful,351, with,-2.6374426,2.6374426,llama-2-7b@q8_0_222.txt
351, with,262, the,-2.888776,2.888776,llama-2-7b@q8_0_222.txt
262, the,12040, quantity,-6.5517635,6.5517635,llama-2-7b@q8_0_222.txt
12040, quantity,837," ,",-4.308624,4.308624,llama-2-7b@q8_0_222.txt
837," ,",340, it,-2.5953515,2.5953515,llama-2-7b@q8_0_222.txt
340, it,460, can,-1.69876,1.69876,llama-2-7b@q8_0_222.txt
460, can,991, still,-5.909772,5.909772,llama-2-7b@q8_0_222.txt
991, still,2728, cause,-2.355322,2.355322,llama-2-7b@q8_0_222.txt
2728, cause,3463, weight,-4.4826555,4.4826555,llama-2-7b@q8_0_222.txt
3463, weight,4461, gain,-0.19930436,0.19930436,llama-2-7b@q8_0_222.txt
4461, gain,764, .,-1.6533182,1.6533182,llama-2-7b@q8_0_222.txt
764, .,366," """,-0.53637534,0.53637534,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.06096071,0.06096071,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00024566017,0.00024566017,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.07732813,0.07732813,llama-2-7b@q8_0_222.txt
1,"""",314, I,-1.8026102,1.8026102,llama-2-7b@q8_0_222.txt
314, I,760, know,-1.955236,1.955236,llama-2-7b@q8_0_222.txt
760, know,644, what,-2.4604254,2.4604254,llama-2-7b@q8_0_222.txt
644, what,345, you,-0.7488347,0.7488347,llama-2-7b@q8_0_222.txt
345, you,1612, mean,-0.43639845,0.43639845,llama-2-7b@q8_0_222.txt
1612, mean,764, .,-1.2896183,1.2896183,llama-2-7b@q8_0_222.txt
764, .,1406, So,-3.9215822,3.9215822,llama-2-7b@q8_0_222.txt
1406, So,881, much,-6.310224,6.310224,llama-2-7b@q8_0_222.txt
881, much,329, for,-1.8261768,1.8261768,llama-2-7b@q8_0_222.txt
329, for,5448, healthy,-5.187247,5.187247,llama-2-7b@q8_0_222.txt
5448, healthy,5496, diet,-2.3515248,2.3515248,llama-2-7b@q8_0_222.txt
5496, diet,764, .,-1.4120493,1.4120493,llama-2-7b@q8_0_222.txt
764, .,366," """,-0.89774746,0.89774746,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.06964473,0.06964473,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00022814055,0.00022814055,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.108742245,0.108742245,llama-2-7b@q8_0_222.txt
1,"""",1892, Not,-5.6449423,5.6449423,llama-2-7b@q8_0_222.txt
1892, Not,523, so,-3.3000443,3.3000443,llama-2-7b@q8_0_222.txt
523, so,3049, fast,-1.4373771,1.4373771,llama-2-7b@q8_0_222.txt
3049, fast,764, .,-1.8247666,1.8247666,llama-2-7b@q8_0_222.txt
764, .,317, A,-5.995076,5.995076,llama-2-7b@q8_0_222.txt
317, A,5448, healthy,-2.0886397,2.0886397,llama-2-7b@q8_0_222.txt
5448, healthy,290, and,-6.568093,6.568093,llama-2-7b@q8_0_222.txt
290, and,12974, balanced,-1.6662694,1.6662694,llama-2-7b@q8_0_222.txt
12974, balanced,5496, diet,-0.10463428,0.10463428,llama-2-7b@q8_0_222.txt
5496, diet,635, also,-6.184268,6.184268,llama-2-7b@q8_0_222.txt
635, also,3407, includes,-3.8138154,3.8138154,llama-2-7b@q8_0_222.txt
3407, includes,14928, avoiding,-5.6923485,5.6923485,llama-2-7b@q8_0_222.txt
14928, avoiding,1165, too,-4.9203796,4.9203796,llama-2-7b@q8_0_222.txt
1165, too,881, much,-0.31720346,0.31720346,llama-2-7b@q8_0_222.txt
881, much,5548, alcohol,-4.043542,4.043542,llama-2-7b@q8_0_222.txt
5548, alcohol,393, or,-2.334663,2.334663,llama-2-7b@q8_0_222.txt
393, or,9216, smoking,-3.3999457,3.3999457,llama-2-7b@q8_0_222.txt
9216, smoking,764, .,-2.010314,2.010314,llama-2-7b@q8_0_222.txt
764, .,366," """,-0.5004305,0.5004305,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.059075102,0.059075102,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00024625607,0.00024625607,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.05499774,0.05499774,llama-2-7b@q8_0_222.txt
1,"""",9425, Yeah,-4.872347,4.872347,llama-2-7b@q8_0_222.txt
9425, Yeah,11,",",-2.2700026,2.2700026,llama-2-7b@q8_0_222.txt
11,",",326, that,-2.8953044,2.8953044,llama-2-7b@q8_0_222.txt
326, that,338,'s,-0.6195583,0.6195583,llama-2-7b@q8_0_222.txt
338,'s,2081, true,-1.3995354,1.3995354,llama-2-7b@q8_0_222.txt
2081, true,764, .,-0.3122584,0.3122584,llama-2-7b@q8_0_222.txt
764, .,632, It,-2.9397874,2.9397874,llama-2-7b@q8_0_222.txt
632, It,338,'s,-1.4008356,1.4008356,llama-2-7b@q8_0_222.txt
338,'s,407, not,-1.9393026,1.9393026,llama-2-7b@q8_0_222.txt
407, not,922, good,-3.703451,3.703451,llama-2-7b@q8_0_222.txt
922, good,329, for,-0.7262296,0.7262296,llama-2-7b@q8_0_222.txt
329, for,534, your,-1.0285385,1.0285385,llama-2-7b@q8_0_222.txt
534, your,1767, body,-1.6929953,1.6929953,llama-2-7b@q8_0_222.txt
1767, body,764, .,-1.7374977,1.7374977,llama-2-7b@q8_0_222.txt
764, .,366," """,-0.8216994,0.8216994,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.048863348,0.048863348,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00021503044,0.00021503044,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.069369495,0.069369495,llama-2-7b@q8_0_222.txt
1,"""",843, And,-4.0348816,4.0348816,llama-2-7b@q8_0_222.txt
843, And,340, it,-2.9030993,2.9030993,llama-2-7b@q8_0_222.txt
340, it,318, is,-2.2840984,2.2840984,llama-2-7b@q8_0_222.txt
318, is,1365, better,-4.304096,4.304096,llama-2-7b@q8_0_222.txt
1365, better,284, to,-1.1084632,1.1084632,llama-2-7b@q8_0_222.txt
284, to,3368, avoid,-2.7940967,2.7940967,llama-2-7b@q8_0_222.txt
3368, avoid,7722, drinking,-4.4581504,4.4581504,llama-2-7b@q8_0_222.txt
7722, drinking,5548, alcohol,-2.098556,2.098556,llama-2-7b@q8_0_222.txt
5548, alcohol,287, in,-3.8133655,3.8133655,llama-2-7b@q8_0_222.txt
287, in,262, the,-1.843712,1.843712,llama-2-7b@q8_0_222.txt
262, the,6180, evening,-2.9291797,2.9291797,llama-2-7b@q8_0_222.txt
6180, evening,706, after,-5.5439186,5.5439186,llama-2-7b@q8_0_222.txt
706, after,5517, exercise,-5.879861,5.879861,llama-2-7b@q8_0_222.txt
5517, exercise,764, .,-0.8653427,0.8653427,llama-2-7b@q8_0_222.txt
764, .,921, You,-4.2877474,4.2877474,llama-2-7b@q8_0_222.txt
921, You,760, know,-3.5355651,3.5355651,llama-2-7b@q8_0_222.txt
760, know,11,",",-1.9626725,1.9626725,llama-2-7b@q8_0_222.txt
11,",",345, you,-2.6357846,2.6357846,llama-2-7b@q8_0_222.txt
345, you,460, can,-2.1040092,2.1040092,llama-2-7b@q8_0_222.txt
460, can,423, have,-3.6882694,3.6882694,llama-2-7b@q8_0_222.txt
423, have,257, a,-1.2654992,1.2654992,llama-2-7b@q8_0_222.txt
257, a,922, good,-1.6230042,1.6230042,llama-2-7b@q8_0_222.txt
922, good,1755, night,-1.3041576,1.3041576,llama-2-7b@q8_0_222.txt
1755, night,3993, sleep,-3.3766344,3.3766344,llama-2-7b@q8_0_222.txt
3993, sleep,764, .,-1.6378661,1.6378661,llama-2-7b@q8_0_222.txt
764, .,366," """,-0.3226447,0.3226447,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.048452415,0.048452415,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.0002500698,0.0002500698,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.059354983,0.059354983,llama-2-7b@q8_0_222.txt
1,"""",1320, That,-3.480104,3.480104,llama-2-7b@q8_0_222.txt
1320, That,338,'s,-0.40992957,0.40992957,llama-2-7b@q8_0_222.txt
338,'s,826, right,-1.4568279,1.4568279,llama-2-7b@q8_0_222.txt
826, right,764, .,-0.4637103,0.4637103,llama-2-7b@q8_0_222.txt
764, .,366," """,-3.31339,3.31339,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.3759873,0.3759873,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.0002244459,0.0002244459,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.10102034,0.10102034,llama-2-7b@q8_0_222.txt
1,"""",314, I,-2.3542914,2.3542914,llama-2-7b@q8_0_222.txt
314, I,836, don,-3.1500978,3.1500978,llama-2-7b@q8_0_222.txt
836, don,470,'t,-0.0011464935,0.0011464935,llama-2-7b@q8_0_222.txt
470,'t,892, think,-2.1951666,2.1951666,llama-2-7b@q8_0_222.txt
892, think,340, it,-1.8444473,1.8444473,llama-2-7b@q8_0_222.txt
340, it,318, is,-1.7972758,1.7972758,llama-2-7b@q8_0_222.txt
318, is,884, such,-6.120172,6.120172,llama-2-7b@q8_0_222.txt
884, such,281, an,-2.4332364,2.4332364,llama-2-7b@q8_0_222.txt
281, an,2562, easy,-3.1524348,3.1524348,llama-2-7b@q8_0_222.txt
2562, easy,4876, task,-2.4589784,2.4589784,llama-2-7b@q8_0_222.txt
4876, task,284, to,-1.2212186,1.2212186,llama-2-7b@q8_0_222.txt
284, to,1394, keep,-3.4333313,3.4333313,llama-2-7b@q8_0_222.txt
1394, keep,4197, fit,-6.5459404,6.5459404,llama-2-7b@q8_0_222.txt
4197, fit,290, and,-1.8028562,1.8028562,llama-2-7b@q8_0_222.txt
290, and,5448, healthy,-0.7833322,0.7833322,llama-2-7b@q8_0_222.txt
5448, healthy,764, .,-0.82663757,0.82663757,llama-2-7b@q8_0_222.txt
764, .,366," """,-0.69847065,0.69847065,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.038605757,0.038605757,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00019357714,0.00019357714,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.042638317,0.042638317,llama-2-7b@q8_0_222.txt
1,"""",1400, No,-4.017633,4.017633,llama-2-7b@q8_0_222.txt
1400, No,835, way,-3.7563045,3.7563045,llama-2-7b@q8_0_222.txt
835, way,5145, !,-2.0514653,2.0514653,llama-2-7b@q8_0_222.txt
5145, !,632, It,-3.394558,3.394558,llama-2-7b@q8_0_222.txt
632, It,4433, requires,-5.9149556,5.9149556,llama-2-7b@q8_0_222.txt
4433, requires,7901, commitment,-6.76081,6.76081,llama-2-7b@q8_0_222.txt
7901, commitment,764, .,-1.6225271,1.6225271,llama-2-7b@q8_0_222.txt
764, .,1002, If,-3.651191,3.651191,llama-2-7b@q8_0_222.txt
1002, If,345, you,-0.23921388,0.23921388,llama-2-7b@q8_0_222.txt
345, you,1107, really,-4.9992037,4.9992037,llama-2-7b@q8_0_222.txt
1107, really,765, want,-0.886472,0.886472,llama-2-7b@q8_0_222.txt
765, want,284, to,-0.14956045,0.14956045,llama-2-7b@q8_0_222.txt
284, to,4620, achieve,-4.260583,4.260583,llama-2-7b@q8_0_222.txt
4620, achieve,534, your,-1.2278198,1.2278198,llama-2-7b@q8_0_222.txt
534, your,3061, goal,-1.3520366,1.3520366,llama-2-7b@q8_0_222.txt
3061, goal,837," ,",-1.7560934,1.7560934,llama-2-7b@q8_0_222.txt
837," ,",345, you,-1.2423618,1.2423618,llama-2-7b@q8_0_222.txt
345, you,815, should,-2.1943798,2.1943798,llama-2-7b@q8_0_222.txt
815, should,307, be,-2.473529,2.473529,llama-2-7b@q8_0_222.txt
307, be,16218, persistent,-7.4153337,7.4153337,llama-2-7b@q8_0_222.txt
16218, persistent,290, and,-1.5109673,1.5109673,llama-2-7b@q8_0_222.txt
290, and,6414, consistent,-4.766566,4.766566,llama-2-7b@q8_0_222.txt
6414, consistent,351, with,-2.245854,2.245854,llama-2-7b@q8_0_222.txt
351, with,534, your,-0.48392576,0.48392576,llama-2-7b@q8_0_222.txt
534, your,5517, exercise,-4.3054247,4.3054247,llama-2-7b@q8_0_222.txt
5517, exercise,31878, routines,-5.165765,5.165765,llama-2-7b@q8_0_222.txt
31878, routines,764, .,-0.7659716,0.7659716,llama-2-7b@q8_0_222.txt
764, .,366," """,-0.3245404,0.3245404,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.04288023,0.04288023,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00020764102,0.00020764102,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.051635962,0.051635962,llama-2-7b@q8_0_222.txt
1,"""",921, You,-2.8438709,2.8438709,llama-2-7b@q8_0_222.txt
921, You,389, are,-1.2421199,1.2421199,llama-2-7b@q8_0_222.txt
389, are,826, right,-0.2303907,0.2303907,llama-2-7b@q8_0_222.txt
826, right,764, .,-0.41701972,0.41701972,llama-2-7b@q8_0_222.txt
764, .,366," """,-1.8266628,1.8266628,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.23476645,0.23476645,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00019894051,0.00019894051,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.051510178,0.051510178,llama-2-7b@q8_0_222.txt
1,"""",1318, There,-4.8337994,4.8337994,llama-2-7b@q8_0_222.txt
1318, There,389, are,-1.0611727,1.0611727,llama-2-7b@q8_0_222.txt
389, are,1180, different,-4.1033344,4.1033344,llama-2-7b@q8_0_222.txt
1180, different,3858, types,-2.1049204,2.1049204,llama-2-7b@q8_0_222.txt
3858, types,286, of,-0.028139178,0.028139178,llama-2-7b@q8_0_222.txt
286, of,5517, exercise,-1.148539,1.148539,llama-2-7b@q8_0_222.txt
5517, exercise,329, for,-3.6212077,3.6212077,llama-2-7b@q8_0_222.txt
329, for,661, people,-4.004628,4.004628,llama-2-7b@q8_0_222.txt
661, people,379, at,-5.5707064,5.5707064,llama-2-7b@q8_0_222.txt
379, at,1180, different,-0.08335537,0.08335537,llama-2-7b@q8_0_222.txt
1180, different,2479, age,-3.0367935,3.0367935,llama-2-7b@q8_0_222.txt
2479, age,2628, groups,-2.1027856,2.1027856,llama-2-7b@q8_0_222.txt
2628, groups,764, .,-0.53904927,0.53904927,llama-2-7b@q8_0_222.txt
764, .,383, The,-3.9799452,3.9799452,llama-2-7b@q8_0_222.txt
383, The,1388, main,-4.175797,4.175797,llama-2-7b@q8_0_222.txt
1388, main,1517, thing,-2.1014674,2.1014674,llama-2-7b@q8_0_222.txt
1517, thing,318, is,-0.38989618,0.38989618,llama-2-7b@q8_0_222.txt
318, is,284, to,-0.7554349,0.7554349,llama-2-7b@q8_0_222.txt
284, to,1394, keep,-2.2408817,2.2408817,llama-2-7b@q8_0_222.txt
1394, keep,4197, fit,-5.708883,5.708883,llama-2-7b@q8_0_222.txt
4197, fit,645, no,-7.5775614,7.5775614,llama-2-7b@q8_0_222.txt
645, no,2300, matter,-0.00968543,0.00968543,llama-2-7b@q8_0_222.txt
2300, matter,703, how,-1.65496,1.65496,llama-2-7b@q8_0_222.txt
703, how,1468, old,-2.3029604,2.3029604,llama-2-7b@q8_0_222.txt
1468, old,345, you,-0.18655002,0.18655002,llama-2-7b@q8_0_222.txt
345, you,389, are,-0.08008389,0.08008389,llama-2-7b@q8_0_222.txt
389, are,5145, !,-3.216592,3.216592,llama-2-7b@q8_0_222.txt
5145, !,366," """,-0.31970382,0.31970382,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.03505516,0.03505516,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00019786783,0.00019786783,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.04085617,0.04085617,llama-2-7b@q8_0_222.txt
1,"""",9425, Yeah,-3.4448624,3.4448624,llama-2-7b@q8_0_222.txt
9425, Yeah,764, .,-2.673547,2.673547,llama-2-7b@q8_0_222.txt
764, .,314, I,-2.3364253,2.3364253,llama-2-7b@q8_0_222.txt
314, I,1183,'ll,-4.3913,4.3913,llama-2-7b@q8_0_222.txt
1183,'ll,1949, try,-2.883346,2.883346,llama-2-7b@q8_0_222.txt
1949, try,616, my,-1.7321584,1.7321584,llama-2-7b@q8_0_222.txt
616, my,1266, best,-0.060281467,0.060281467,llama-2-7b@q8_0_222.txt
1266, best,284, to,-0.9888961,0.9888961,llama-2-7b@q8_0_222.txt
284, to,1061, follow,-4.0751896,4.0751896,llama-2-7b@q8_0_222.txt
1061, follow,534, your,-1.7316052,1.7316052,llama-2-7b@q8_0_222.txt
534, your,5608, advice,-2.1500347,2.1500347,llama-2-7b@q8_0_222.txt
5608, advice,290, and,-2.3056545,2.3056545,llama-2-7b@q8_0_222.txt
290, and,314, I,-3.8438272,3.8438272,llama-2-7b@q8_0_222.txt
314, I,2911, hope,-2.47618,2.47618,llama-2-7b@q8_0_222.txt
2911, hope,314, I,-2.9166064,2.9166064,llama-2-7b@q8_0_222.txt
314, I,460, can,-1.6392934,1.6392934,llama-2-7b@q8_0_222.txt
460, can,4620, achieve,-2.7123055,2.7123055,llama-2-7b@q8_0_222.txt
4620, achieve,616, my,-0.66294,0.66294,llama-2-7b@q8_0_222.txt
616, my,3061, goal,-0.34750354,0.34750354,llama-2-7b@q8_0_222.txt
3061, goal,2582, soon,-4.1572895,4.1572895,llama-2-7b@q8_0_222.txt
2582, soon,764, .,-1.4618042,1.4618042,llama-2-7b@q8_0_222.txt
764, .,366," """,-0.2719555,0.2719555,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.07810571,0.07810571,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00019381552,0.00019381552,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.07368131,0.07368131,llama-2-7b@q8_0_222.txt
1,"""",1400, No,-3.8156877,3.8156877,llama-2-7b@q8_0_222.txt
1400, No,837," ,",-2.5731635,2.5731635,llama-2-7b@q8_0_222.txt
837," ,",407, not,-3.5491695,3.5491695,llama-2-7b@q8_0_222.txt
407, not,1107, really,-2.829,2.829,llama-2-7b@q8_0_222.txt
1107, really,764, .,-1.3721457,1.3721457,llama-2-7b@q8_0_222.txt
764, .,366," """,-1.2412431,1.2412431,llama-2-7b@q8_0_222.txt
366," """,198,"
",-0.062796526,0.062796526,llama-2-7b@q8_0_222.txt
198,"
",198,"
",-0.00021324267,0.00021324267,llama-2-7b@q8_0_222.txt
198,"
",1,"""",-0.044542253,0.044542253,llama-2-7b@q8_0_222.txt
1,"""",3244, Then,-5.3150616,5.3150616,llama-2-7b@q8_0_222.txt
